"Project ID","Compliance Program ID (ARB or Ecology)","Project Developer","Project Name","Project Type","Project Methodology/Protocol","Initial Crediting Period Start Date","Current Crediting Period Start Date","Current Crediting Period End Date","Voluntary Status","Compliance Program Status (ARB or Ecology)","Project Status Date","Project Site Location","Project Site State","Project Site Country","Sustainable Development Goal(s)","Current VVB","ACR Project Validation","Total Number of Credits Registered ","Documents","Project Website",
"ACR584","N/A","A-Gas US Inc.","A-Gas V3","Industrial Process Emissions","Certified Reclaimed HFC Refrigerants, Propellants, and Fire Suppressants","08/06/2019","08/06/2019","08/05/2029","Completed","Not ARB or Ecology Eligible","07/28/2022","Wood County, Bowling Green, Ohio","OHIO","US","03: Good Health and Well-Being;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","TÜV SÜD America, Inc.","TÜV SÜD America, Inc.","16515","View","www.agasamericas.com",
"ACR585","N/A","A-Gas US Inc.","A-Gas V4","Industrial Process Emissions","Certified Reclaimed HFC Refrigerants, Propellants, and Fire Suppressants","08/06/2020","08/06/2020","08/05/2030","Completed","Not ARB or Ecology Eligible","07/28/2022","Wood County, Bowling Green, Ohio","OHIO","US","03: Good Health and Well-Being;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","TÜV SÜD America, Inc.","TÜV SÜD America, Inc.","94592","View","www.agasamericas.com",
"ACR646","N/A","A-Gas US Inc.","A-Gas V5","Industrial Process Emissions","Certified Reclaimed HFC Refrigerants, Propellants, and Fire Suppressants","01/02/2019","01/02/2019","01/01/2034","Completed","Not ARB or Ecology Eligible","07/26/2022","Wood County, Bowling Green, Ohio","OHIO","US","03: Good Health and Well-Being;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","TÜV SÜD America, Inc.","TÜV SÜD America, Inc.","754484","View","www.agasamericas.com",
"ACR676","N/A","A-Gas US Inc.","A-Gas V6","Industrial Process Emissions","Certified Reclaimed HFC Refrigerants, Propellants, and Fire Suppressants","01/10/2020","01/10/2020","01/09/2035","Completed","Not ARB or Ecology Eligible","07/26/2022","Bowling Green","OHIO","US","03: Good Health and Well-Being;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","First Environment, Inc.","First Environment, Inc.","1908868","View","",
"ACR678","N/A","A-Gas US Inc.","A-Gas V7","Industrial Process Emissions","Certified Reclaimed HFC Refrigerants, Propellants, and Fire Suppressants","01/20/2021","01/20/2021","01/19/2031","Completed","Not ARB or Ecology Eligible","07/28/2022","Bowling Green","OHIO","US","03: Good Health and Well-Being;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","First Environment, Inc.","First Environment, Inc.","186441","View","",
"ACR773","N/A","A-Gas US Inc.","A-Gas V8","Industrial Process Emissions","Certified Reclaimed HFC Refrigerants, Propellants, and Fire Suppressants","01/06/2021","01/06/2021","01/05/2036","Completed","Not ARB or Ecology Eligible","11/02/2022","Rhome","TEXAS","US","03: Good Health and Well-Being;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","First Environment, Inc.","First Environment, Inc.","1368452","View","",
"ACR774","N/A","A-Gas US Inc.","A-Gas V9","Industrial Process Emissions","Certified Reclaimed HFC Refrigerants, Propellants, and Fire Suppressants","08/05/2020","08/05/2020","08/04/2060","Completed","Not ARB or Ecology Eligible","08/28/2023","Bowling Green","OHIO","US","03: Good Health and Well-Being;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","First Environment, Inc.","First Environment, Inc.","154340","View","",
"ACR737","N/A","Therm Solutions Inc.","Advanced Refrigeration - ARS2019001","Industrial Process Emissions","Advanced Refrigeration Systems","10/23/2019","10/23/2019","10/22/2029","Completed","Not ARB or Ecology Eligible","07/18/2022","US(49)","NEW JERSEY; PENNSYLVANIA","US","03: Good Health and Well-Being;06: Clean Water and Sanitation;07: Affordable and Clean Energy;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","First Environment, Inc.","First Environment, Inc.","44458","View","",
"ACR747","N/A","Therm Solutions Inc.","Advanced Refrigeration - ARS2020001","Industrial Process Emissions","Advanced Refrigeration Systems","10/04/2020","10/04/2020","10/03/2030","Completed","Not ARB or Ecology Eligible","09/30/2022","777 White Plains Road, Eastchester, NY, USA","NEW YORK","US","03: Good Health and Well-Being;06: Clean Water and Sanitation;07: Affordable and Clean Energy;09: Industry, Innovation and Infrastructure;11: Sustainable Cities and Communities;12: Responsible Consumption and Production;13: Climate Action","First Environment, Inc.","First Environment, Inc.","32742","View","",
"ACR791","N/A","Therm Solutions Inc.","Advanced Refrigeration - ARS2020002","Industrial Process Emissions","Advanced Refrigeration Systems","01/16/2020","01/16/2020","01/15/2030","Completed","Not ARB or Ecology Eligible","03/27/2023","Sacramento, CA","CALIFORNIA","US","03: Good Health and Well-Being;06: Clean Water and Sanitation;07: Affordable and Clean Energy;09: Industry, Innovation and Infrastructure;11: Sustainable Cities and Communities;12: Responsible Consumption and Production;13: Climate Action","First Environment, Inc.","First Environment, Inc.","13360","View","",
"ACR813","N/A","Therm Solutions Inc.","Advanced Refrigeration - ARS2020003","Industrial Process Emissions","Advanced Refrigeration Systems","06/03/2020","06/03/2020","06/02/2030","Completed","Not ARB or Ecology Eligible","07/31/2023","Tampa","FLORIDA; GEORGIA; ALABAMA; CALIFORNIA; NORTH CAROLINA; MINNESOTA; SOUTH CAROLINA; TENNESSEE; VIRGINIA","US","03: Good Health and Well-Being;06: Clean Water and Sanitation;07: Affordable and Clean Energy;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","First Environment, Inc.","First Environment, Inc.","257840","View","",
"ACR742","N/A","Therm Solutions Inc.","Advanced Refrigeration - ARS2021001","Industrial Process Emissions","Advanced Refrigeration Systems","10/03/2021","10/03/2021","10/02/2031","Completed","Not ARB or Ecology Eligible","10/28/2022","18 Winslow Gate Road, Poughkeepsie","NEW YORK; PENNSYLVANIA; WASHINGTON","US","03: Good Health and Well-Being;06: Clean Water and Sanitation;07: Affordable and Clean Energy;09: Industry, Innovation and Infrastructure;11: Sustainable Cities and Communities;12: Responsible Consumption and Production;13: Climate Action","First Environment, Inc.","First Environment, Inc.","39881","View","",
"ACR830","N/A","Therm Solutions Inc.","Advanced Refrigeration - ARS2021002","Industrial Process Emissions","Advanced Refrigeration Systems","03/01/2021","03/01/2021","02/28/2031","Completed","Not ARB or Ecology Eligible","03/28/2023","1 Stew Leonard Dr #1, Yonkers, NY 10710","NEW YORK; NEW JERSEY; MINNESOTA","US","03: Good Health and Well-Being;06: Clean Water and Sanitation;07: Affordable and Clean Energy;09: Industry, Innovation and Infrastructure;11: Sustainable Cities and Communities;12: Responsible Consumption and Production;13: Climate Action","TÜV SÜD America, Inc.","TÜV SÜD America, Inc.","47025","View","",
"ACR868","N/A","Therm Solutions Inc.","Advanced Refrigeration - ARS2021003","Industrial Process Emissions","Advanced Refrigeration Systems","05/20/2021","05/20/2021","05/19/2031","Completed","Not ARB or Ecology Eligible","07/06/2023","4725 Cedar Ave Minneapolis	MN 55407 USA","MINNESOTA; NEW HAMPSHIRE","US","03: Good Health and Well-Being;06: Clean Water and Sanitation;07: Affordable and Clean Energy;09: Industry, Innovation and Infrastructure;11: Sustainable Cities and Communities;12: Responsible Consumption and Production;13: Climate Action","TÜV SÜD America, Inc.","TÜV SÜD America, Inc.","20230","View","",
"ACR904","N/A","Therm Solutions Inc.","Advanced Refrigeration - ARS2021004","Industrial Process Emissions","Advanced Refrigeration Systems","05/05/2021","05/05/2021","05/04/2031","Completed","Not ARB or Ecology Eligible","10/10/2023","Seneca, South Carolina","SOUTH CAROLINA; TENNESSEE; ALABAMA; FLORIDA; GEORGIA","US","03: Good Health and Well-Being;06: Clean Water and Sanitation;07: Affordable and Clean Energy;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","First Environment, Inc.","First Environment, Inc.","164129","View","",
"ACR919","N/A","Therm Solutions Inc.","Advanced Refrigeration - ARS2021005","Industrial Process Emissions","Advanced Refrigeration Systems","12/01/2021","12/01/2021","11/30/2031","Completed","Not ARB or Ecology Eligible","02/02/2024","Wendell, NC","NORTH CAROLINA; GEORGIA; FLORIDA; ALABAMA; MINNESOTA; TENNESSEE; OREGON; WISCONSIN","US","03: Good Health and Well-Being;06: Clean Water and Sanitation;07: Affordable and Clean Energy;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","First Environment, Inc.","First Environment, Inc.","166106","View","therm.cool",
"ACR815","N/A","Therm Solutions Inc.","Advanced Refrigeration - ARS2022001","Industrial Process Emissions","Advanced Refrigeration Systems","08/27/2022","08/27/2022","08/26/2032","Completed","Not ARB or Ecology Eligible","02/08/2023","543 12th St Dr NW, Hickory, NC 28601, USA","NORTH CAROLINA","US","03: Good Health and Well-Being;06: Clean Water and Sanitation;07: Affordable and Clean Energy;09: Industry, Innovation and Infrastructure;11: Sustainable Cities and Communities;12: Responsible Consumption and Production;13: Climate Action","TÜV SÜD America, Inc.","TÜV SÜD America, Inc.","19002","View","",
"ACR876","N/A","Therm Solutions Inc.","Advanced Refrigeration - ARS2022002","Industrial Process Emissions","Advanced Refrigeration Systems","07/11/2022","07/11/2022","07/10/2032","Completed","Not ARB or Ecology Eligible","09/01/2023","Various","FLORIDA; CALIFORNIA; MINNESOTA; NEW JERSEY; NEW YORK","US","03: Good Health and Well-Being;06: Clean Water and Sanitation;07: Affordable and Clean Energy;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","TÜV SÜD America, Inc.","TÜV SÜD America, Inc.","64135","View","",
"ACR1005","N/A","Therm Solutions Inc.","Advanced Refrigeration - ARS2022003","Industrial Process Emissions","Advanced Refrigeration Systems","06/14/2022","06/14/2022","06/13/2032","Completed","Not ARB or Ecology Eligible","10/02/2024","311 E 14th St, Albert Lea, MN 56007","MINNESOTA","US","03: Good Health and Well-Being;06: Clean Water and Sanitation;07: Affordable and Clean Energy;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","First Environment, Inc.","First Environment, Inc.","30694","View","",
"ACR1008","N/A","Therm Solutions Inc.","Advanced Refrigeration - ARS2022004","Industrial Process Emissions","Advanced Refrigeration Systems","04/11/2022","04/11/2022","04/10/2032","Completed","Not ARB or Ecology Eligible","03/17/2025","1181 Gannon plaza, Festus, MO","MISSOURI","US","03: Good Health and Well-Being;06: Clean Water and Sanitation;07: Affordable and Clean Energy;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","First Environment, Inc.","First Environment, Inc.","26766","View","",
"ACR1032","N/A","Therm Solutions Inc.","Advanced Refrigeration - ARS2022005","Industrial Process Emissions","Advanced Refrigeration Systems","11/16/2022","11/16/2022","11/15/2032","Completed","Not ARB or Ecology Eligible","03/17/2025","3740 Monticello Plaza Drive, O'Fallon, MO","MISSOURI; NEBRASKA; ILLINOIS; INDIANA; IOWA","US","03: Good Health and Well-Being;06: Clean Water and Sanitation;07: Affordable and Clean Energy;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","First Environment, Inc.","First Environment, Inc.","83607","View","",
"ACR1033","N/A","Therm Solutions Inc.","Advanced Refrigeration - ARS2022006","Industrial Process Emissions","Advanced Refrigeration Systems","08/01/2022","08/01/2022","07/31/2032","Completed","Not ARB or Ecology Eligible","03/05/2025","FL","FLORIDA; GEORGIA; ALABAMA; SOUTH CAROLINA; TENNESSEE","US","03: Good Health and Well-Being;06: Clean Water and Sanitation;07: Affordable and Clean Energy;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","TÜV SÜD America, Inc.","TÜV SÜD America, Inc.","61396","View","therm.cool",
"ACR1088","N/A","Therm Solutions Inc.","Advanced Refrigeration - ARS2022008","Industrial Process Emissions","Advanced Refrigeration Systems","10/26/2022","10/26/2022","10/25/2032","Completed","Not ARB or Ecology Eligible","02/24/2025","Ashland, VA","VIRGINIA; DELAWARE; NEW YORK","US","03: Good Health and Well-Being;06: Clean Water and Sanitation;07: Affordable and Clean Energy;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","First Environment, Inc.","First Environment, Inc.","92410","View","therm.cool",
"ACR929","N/A","Therm Solutions Inc.","Advanced Refrigeration - ARS2023001","Industrial Process Emissions","Advanced Refrigeration Systems","02/10/2023","02/10/2023","02/09/2033","Completed","Not ARB or Ecology Eligible","11/15/2023","Crown Hill, WA","WASHINGTON; ILLINOIS; MASSACHUSETTS","US","03: Good Health and Well-Being;06: Clean Water and Sanitation;07: Affordable and Clean Energy;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","First Environment, Inc.","First Environment, Inc.","20124","View","therm.cool",
"ACR941","N/A","Therm Solutions Inc.","Advanced Refrigeration - ARS2023002","Industrial Process Emissions","Advanced Refrigeration Systems","04/06/2023","04/06/2023","04/05/2033","Completed","Not ARB or Ecology Eligible","03/14/2024","Middletown","NEW YORK; NEW JERSEY; NEBRASKA; WISCONSIN; WASHINGTON; CONNECTICUT; MINNESOTA","US","03: Good Health and Well-Being;06: Clean Water and Sanitation;07: Affordable and Clean Energy;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","TÜV SÜD America, Inc.","TÜV SÜD America, Inc.","70323","View","therm.cool",
"ACR953","N/A","Therm Solutions Inc.","Advanced Refrigeration - ARS2023003","Industrial Process Emissions","Advanced Refrigeration Systems","01/30/2022","01/30/2022","01/29/2032","Completed","Not ARB or Ecology Eligible","02/26/2024","Topeka, KS","KANSAS","US","03: Good Health and Well-Being;06: Clean Water and Sanitation;07: Affordable and Clean Energy;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","First Environment, Inc.","First Environment, Inc.","9507","View","www.therm.cool",
"ACR1034","N/A","Therm Solutions Inc.","Advanced Refrigeration - ARS2023004","Industrial Process Emissions","Advanced Refrigeration Systems","12/27/2023","12/27/2023","12/26/2033","Completed","Not ARB or Ecology Eligible","10/04/2024","Various","NEW JERSEY; CONNECTICUT; MINNESOTA","US","03: Good Health and Well-Being;06: Clean Water and Sanitation;07: Affordable and Clean Energy;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","SCS Global Services (Scientific Certification Systems)","SCS Global Services (Scientific Certification Systems)","29119","View","",
"ACR1065","N/A","Therm Solutions Inc.","Advanced Refrigeration - ARS2023005","Industrial Process Emissions","Advanced Refrigeration Systems","01/12/2023","01/12/2023","01/11/2033","Completed","Not ARB or Ecology Eligible","06/30/2025","Various","FLORIDA; ALABAMA; GEORGIA; SOUTH CAROLINA","US","03: Good Health and Well-Being;06: Clean Water and Sanitation;07: Affordable and Clean Energy;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","Dillon Consulting Limited","Dillon Consulting Limited","31849","View","therm.cool",
"ACR1104","N/A","Therm Solutions Inc.","Advanced Refrigeration - ARS2023006","Industrial Process Emissions","Advanced Refrigeration Systems","11/01/2023","11/01/2023","10/31/2033","Completed","Not ARB or Ecology Eligible","06/30/2025","Shell Rock, IA","IOWA; SOUTH DAKOTA; TEXAS; ILLINOIS; MISSOURI","US","03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","First Environment, Inc.","First Environment, Inc.","44918","View","therm.cool",
"ACR1114","N/A","Therm Solutions Inc.","Advanced Refrigeration - ARS2023007","Industrial Process Emissions","Advanced Refrigeration Systems","08/26/2023","08/26/2023","08/25/2033","Completed","Not ARB or Ecology Eligible","04/01/2025","2201 N. Park Drive, Hazelton","PENNSYLVANIA; VIRGINIA; MINNESOTA; COLORADO","US","03: Good Health and Well-Being;06: Clean Water and Sanitation;07: Affordable and Clean Energy;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","TÜV SÜD America, Inc.","TÜV SÜD America, Inc.","190939","View","therm.cool",
"ACR1130","N/A","Therm Solutions Inc.","Advanced Refrigeration - ARS2023008","Industrial Process Emissions","Advanced Refrigeration Systems","01/08/2024","01/08/2024","01/07/2034","Completed","Not ARB or Ecology Eligible","09/26/2025","Pembroke Pines","FLORIDA; SOUTH CAROLINA; ALABAMA; GEORGIA; KANSAS","US","03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","TÜV SÜD America, Inc.","TÜV SÜD America, Inc.","55715","View","",
"ACR1133","N/A","Therm Solutions Inc.","Advanced Refrigeration - ARS2023009","Industrial Process Emissions","Advanced Refrigeration Systems","04/26/2023","04/26/2023","04/25/2033","Completed","Not ARB or Ecology Eligible","09/13/2025","Port Wentworth, GA","GEORGIA; MASSACHUSETTS; TEXAS; ARIZONA","US","03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","First Environment, Inc.","First Environment, Inc.","77286","View","",
"ACR1151","N/A","Therm Solutions Inc.","Advanced Refrigeration - ARS2023010","Industrial Process Emissions","Advanced Refrigeration Systems","01/03/2024","01/03/2024","01/02/2034","Completed","Not ARB or Ecology Eligible","07/10/2025","Clearwater, FL","FLORIDA; TENNESSEE; GEORGIA; ALABAMA","US","03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","TÜV SÜD America, Inc.","TÜV SÜD America, Inc.","122026","View","",
"ACR1187","N/A","Therm Solutions Inc.","Advanced Refrigeration - ARS2023013","Industrial Process Emissions","Advanced Refrigeration Systems","10/03/2023","10/03/2023","10/02/2033","Listed","Not ARB or Ecology Eligible","07/25/2025","Dacula, GA","GEORGIA; OKLAHOMA","US","09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","TÜV SÜD America, Inc.","","","View","",
